"wbcode","year","dem","gdppc","ln_gdppc","trade"
"ARG",1985,1,8973.31874865813,9.10201086975396,18.009425070688
"ARG",1986,1,9378.46866394349,9.14617177322953,14.4860327921395
"ARG",1987,1,9484.45876638052,9.15740981868308,15.448969882952
"ARG",1988,1,9236.80771302535,9.13095161933851,15.743458608705
"ARG",1989,1,8445.4100923428,9.04137838843503,19.6377977018838
"ARG",1990,1,8115.09386370753,9.00148104657404,14.9908589999441
"ARG",1991,1,8729.82318518892,9.07450039492738,13.7530541588891
"ARG",1992,1,9293.18692251748,9.1370368216903,14.730980586353
"ARG",1993,1,9920.67358582437,9.20237609977051,16.223151447784
"ARG",1994,1,10359.8927204871,9.24569716059452,18.1343458669981
"ARG",1995,1,9934.10776139515,9.20372934334302,19.7714230903755
"ARG",1996,1,10352.1400002191,9.24494854062712,21.5064684057215
"ARG",1997,1,11056.6881331002,9.31079078476343,23.3361788437439
"ARG",1998,1,11348.2022124673,9.33681461498634,23.3500279730689
"ARG",1999,1,10838.3199346387,9.29084327540236,21.3827449624898
"ARG",2000,1,10631.6503639029,9.27159071459115,22.6224447777343
"ARG",2001,1,10051.9448463043,9.21552141181042,21.8522554515453
"ARG",2002,1,8861.56199282278,9.08947832521894,41.7527243585642
"ARG",2003,1,9545.53194119994,9.16382846443413,40.6447480311085
"ARG",2004,1,10302.4465316428,9.24013667335653,40.692646108947
"ARG",2005,1,11099.7509190602,9.31467794732434,40.5512709706238
"ARG",2006,1,11870.2791559298,9.38179300509717,40.4334798719151
"ARG",2007,1,12811.9021206578,9.45812987103844,40.945170618571
"ARG",2008,1,13197.3570267029,9.48777186327693,40.4026733790382
"ARG",2009,1,12285.3784651865,9.41616509157774,34.0571269054879
"ARG",2010,1,13387.1553748458,9.50205097211623,34.9710132635696
"ARM",1990,0,1644.02214502158,7.40490104573318,81.3357185450209
"ARM",1991,1,1426.82791357144,7.26320901705244,100.865855188857
"ARM",1992,1,840.205259177402,6.73364621815083,101.076759405526
"ARM",1993,1,792.567859246381,6.67527812889498,107.973146280234
"ARM",1994,1,857.394474812969,6.75389811002481,112.429364602262
"ARM",1995,1,932.357829471807,6.83771667820207,86.1148570667578
"ARM",1996,0,995.728275319872,6.90347440441966,79.2295601199241
"ARM",1997,0,1039.0798243009,6.94609081615667,78.5477450545048
"ARM",1998,1,1128.09888845227,7.02828909528309,71.8424518815414
"ARM",1999,1,1180.45341995952,7.07365389785595,70.5604791440404
"ARM",2000,1,1229.21510436102,7.11413111814131,72.2333302273367
"ARM",2001,1,1351.12072694555,7.20868969514134,69.8642663925336
"ARM",2002,1,1535.20452885187,7.33641889469687,73.9845018432309
"ARM",2003,1,1759.64684829386,7.47286841351993,80.0513676022426
"ARM",2004,1,1955.22262459229,7.57825934040802,73.0706339919371
"ARM",2005,1,2240.09273209788,7.71427254225018,70.1397385835334
"ARM",2006,1,2551.43546358452,7.84441140666445,61.0301379818566
"ARM",2007,1,2919.3734936373,7.97912431526816,56.9750470853147
"ARM",2008,1,3141.33193500774,8.05240217208556,54.5423279613666
"ARM",2009,1,2716.97436280471,7.9072741735352,57.2742357441995
"ARM",2010,1,2796.08143428043,7.93597422820869,64.642975973633
"ATG",1981,1,7584.59252748296,8.93387416950678,NA
"ATG",1982,1,7564.22182367711,8.93118475558805,NA
"ATG",1983,1,7951.66482552649,8.98113659774065,NA
"ATG",1984,1,8766.9905761522,9.07874887666525,NA
"ATG",1985,1,9479.64251106372,9.15690188473463,NA
"ATG",1986,1,10620.9981924893,9.2705882821388,NA
"ATG",1987,1,11383.2024679696,9.33989408003953,NA
"ATG",1988,1,12037.4265333265,9.39577595293731,NA
"ATG",1989,1,12729.2904324833,9.45166095020872,NA
"ATG",1990,1,13166.5241173582,9.48543283563274,NA
"ATG",1991,1,13385.0114363295,9.50189081036795,NA
"ATG",1992,1,13326.2728796496,9.49749277014903,NA
"ATG",1993,1,13776.8264136781,9.53074321424671,NA
"ATG",1994,1,14420.4693979194,9.57640396217595,NA
"ATG",1995,1,13519.5287711166,9.51189049478218,NA
"ATG",1996,1,14117.8679127333,9.55519650196416,NA
"ATG",1997,1,14588.3079841576,9.58797566386349,NA
"ATG",1998,1,14991.7802610684,9.61525734729157,NA
"ATG",1999,1,15282.9733985907,9.63449463793813,NA
"ATG",2000,1,15961.0918359058,9.67790927943493,NA
"ATG",2001,1,15003.4389169034,9.61603471493492,NA
"ATG",2002,1,14968.0703013883,9.61367456472191,NA
"ATG",2003,1,15703.9347145491,9.66166657869785,NA
"ATG",2004,1,16433.4130541483,9.70707192251612,NA
"ATG",2005,1,17301.2134317518,9.75853191858982,NA
"ATG",2006,1,19259.6486517907,9.86576744280725,NA
"ATG",2007,1,20770.2689732844,9.94127786687222,NA
"ATG",2008,1,20464.786306605,9.92646094697631,NA
"ATG",2009,1,17746.700856041,9.7839549103628,NA
"ATG",2010,1,16135.397384487,9.68877073290835,NA
"AUS",1960,1,19957.0185396831,9.90133616694902,26.9667648296172
"AUS",1961,1,20049.2014599323,9.90594460450678,27.3393557184251
"AUS",1962,1,19819.5508619226,9.89442414677568,26.4874270318815
"AUS",1963,1,20651.3354330668,9.93553526618034,26.7521545010902
"AUS",1964,1,21662.9940402643,9.98336074000797,28.6110327976694
"AUS",1965,1,22512.3706366385,10.0218202431774,28.3979851035433
"AUS",1966,1,22528.1223305731,10.0225196890999,27.9741185142717
"AUS",1967,1,23648.5462637879,10.0710569232692,26.6926270159068
"AUS",1968,1,24418.8606195107,10.1031110888985,26.6981164325027
"AUS",1969,1,25598.378558021,10.1502842908844,25.2088287299555
"AUS",1970,1,26899.7541974476,10.1998724279068,26.1147186147186
"AUS",1971,1,27046.1431511563,10.2052996918965,25.5169172932331
"AUS",1972,1,27590.9777551932,10.2252441053363,24.72149373501
"AUS",1973,1,27883.891225048,10.2358044256178,25.0962078088672
"AUS",1974,1,28303.4084700947,10.2507375170183,26.2867069236496
"AUS",1975,1,28331.3388137168,10.2517238495165,28.9295924659454
"AUS",1976,1,28774.5418932665,10.2672463131598,26.8249727437191
"AUS",1977,1,29474.2752072,10.2912731350167,28.591002511989
"AUS",1978,1,29394.359192462,10.2885580707165,28.137594099308
"AUS",1979,1,30256.548535893,10.3174679205558,29.581325731776
"AUS",1980,1,30796.9990737135,10.3351725315432,32.2525128889878
"AUS",1981,1,31333.1633085396,10.3524323462461,31.5576644536345
"AUS",1982,1,31819.6532938973,10.3678394059775,30.2807824432899
"AUS",1983,1,30688.5439685755,10.3316447033008,29.1331027793007
"AUS",1984,1,31706.3733417014,10.3642729914459,28.5069248063719
"AUS",1985,1,32939.2895127443,10.4024214343656,32.4492020340392
"AUS",1986,1,33755.0847823788,10.4268863451712,32.9677103193746
"AUS",1987,1,34095.5190957953,10.4369212498219,32.4705718221928
"AUS",1988,1,35474.6950998214,10.4765749072012,32.5236773601974
"AUS",1989,1,36232.1764714618,10.4977028558209,32.0235276889659
"AUS",1990,1,36975.4199007908,10.5180086438577,32.1100283534983
"AUS",1991,1,36366.6962397612,10.5014086963451,32.1456909693335
"AUS",1992,1,36117.5446503441,10.4945340276551,32.9981716307874
"AUS",1993,1,37246.0044332363,10.5252999545173,35.3502769485307
"AUS",1994,1,38356.7691976693,10.5546863022405,36.4066117966299
"AUS",1995,1,39407.5647528439,10.5817130756598,37.646874037201
"AUS",1996,1,40437.0941864857,10.6075028156191,38.1740208800895
"AUS",1997,1,41569.1653679391,10.6351139542953,37.9217014956962
"AUS",1998,1,43081.7201718179,10.6708540601811,39.9240664596368
"AUS",1999,1,44755.6599721318,10.7089731955293,38.9602467102359
"AUS",2000,1,45979.0765654048,10.7359417147185,40.8631257691954
"AUS",2001,1,46314.6235297968,10.7432130331826,44.1337313971929
"AUS",2002,1,47599.4079289312,10.7705756016743,41.3813128146921
"AUS",2003,1,48509.6632180363,10.7895182986886,40.1348011794482
"AUS",2004,1,50018.5904483861,10.8201500242742,36.9505159618289
"AUS",2005,1,50972.640519744,10.8390443073629,39.0978822564811
"AUS",2006,1,51682.8925230537,10.8528821067636,41.4878923489153
"AUS",2007,1,52671.325846724,10.8718264848723,41.9297451276561
"AUS",2008,1,53497.275355342,10.8873860036497,42.7522207880308
"AUS",2009,1,53430.5274781651,10.8861375372251,45.5936120867789
"AUS",2010,1,53768.349733441,10.8924402781191,40.3905070860606
"AUT",1960,1,11894.7441321731,9.3838519119696,NA
"AUT",1961,1,12484.8087482702,9.43226788407594,NA
"AUT",1962,1,12737.1853700715,9.45228097615203,NA
"AUT",1963,1,13179.3524498439,9.48640667557819,NA
"AUT",1964,1,13893.5858435903,9.5391825625165,NA
"AUT",1965,1,14283.9973821757,9.56689512544463,NA
"AUT",1966,1,14984.5530346847,9.61477515179071,NA
"AUT",1967,1,15320.3583304571,9.63693783273757,NA
"AUT",1968,1,15922.6386654781,9.67549719098311,NA
"AUT",1969,1,16863.5863487954,9.73291192238723,NA
"AUT",1970,1,18001.7830752008,9.79822609170559,55.0761193245758
"AUT",1971,1,18838.3155993467,9.84364813857859,54.5943095175992
"AUT",1972,1,19891.8259854297,9.89806417182883,54.5095261285031
"AUT",1973,1,20749.343993787,9.94026991040183,54.6709598898345
"AUT",1974,1,21530.6342227432,9.97723204755312,59.8019696552993
"AUT",1975,1,21509.3123429813,9.97624125257275,56.8216966374891
"AUT",1976,1,22533.8803345008,10.022775248268,60.1518898060928
"AUT",1977,1,23669.5086348985,10.0719429433107,60.5146252146455
"AUT",1978,1,23638.7784066043,10.0706437953373,59.902619239337
"AUT",1979,1,24947.5270743961,10.1245299810128,63.5662000173728
"AUT",1980,1,25379.462993097,10.1416955823801,67.0877814373936
"AUT",1981,1,25278.295236062,10.1377014107046,68.665503986782
"AUT",1982,1,25768.2192735584,10.1568972005044,64.3692403970828
"AUT",1983,1,26577.2454719789,10.1878106952936,62.717843835786
"AUT",1984,1,26592.5469190439,10.1883862644956,66.8367975275057
"AUT",1985,1,27244.2148386511,10.2125964780536,70.3587487563186
"AUT",1986,1,27853.5049872765,10.2347140897626,64.2663207365524
"AUT",1987,1,28213.6633992636,10.2475616572898,63.1008818390388
"AUT",1988,1,29102.3222540003,10.2785732525185,66.8242938143518
"AUT",1989,1,30097.6512878468,10.3122024173884,70.8157362192816
"AUT",1990,1,31167.1857978698,10.3471210830861,71.769481946408
"AUT",1991,1,31919.5573520278,10.3709741840499,70.3238566862819
"AUT",1992,1,32231.1216141522,10.380687774519,67.8961088248008
"AUT",1993,1,32134.8299135937,10.3776957649205,63.5138270434354
"AUT",1994,1,32780.3419423369,10.3975842836753,66.246573910845
"AUT",1995,1,33603.4278263558,10.4223833593893,68.5250057529972
"AUT",1996,1,34301.6562151382,10.4429489181439,70.4693162982812
"AUT",1997,1,34998.0321173934,10.4630471136735,75.2444760305554
"AUT",1998,1,36180.7490571265,10.4962824623593,77.3495216604118
"AUT",1999,1,37468.8698869794,10.5312657308573,78.5629329772961
"AUT",2000,1,38571.0858780001,10.5602582042413,85.8426077336549
"AUT",2001,1,38929.753800545,10.5695141164269,87.9962567186047
"AUT",2002,1,39313.7225107545,10.5793289102122,87.5844937054619
"AUT",2003,1,39569.2885567329,10.585808554858,86.8822263228608
"AUT",2004,1,40333.3307183894,10.6049334710774,91.4742201880009
"AUT",2005,1,40989.0131778975,10.6210593385049,94.6747547827805
"AUT",2006,1,42120.1557002022,10.6482816628271,98.7857253161241
"AUT",2007,1,43568.8302243941,10.6820972705618,101.36495843546
"AUT",2008,1,44063.8642019916,10.6933953196879,102.7437043613
"AUT",2009,1,42372.4758254763,10.6542542753682,87.6004931021953
"AUT",2010,1,43035.4073531933,10.6697784826643,99.6448825546716
"AZE",1990,0,2866.41060718579,7.96081586650922,83.0832196452933
"AZE",1991,0,2808.72744444906,7.94048679300857,86.8637724550898
"AZE",1992,1,2141.34003837017,7.66918709819744,140.799983402834
"AZE",1993,0,1621.91809395607,7.39136473645587,133.490445859873
"AZE",1994,0,1284.95555073458,7.15847940586301,55.3493194555644
"AZE",1995,0,1120.30867792344,7.02135953160577,85.8937107507733
"AZE",1996,0,1123.44793844504,7.02415775182901,80.8497401741931
"AZE",1997,0,1177.19685990232,7.07089134892654,82.0789665326283
"AZE",1998,0,1282.68413749503,7.15671014373291,77.2278091030634
"AZE",1999,0,1365.56585147028,7.21932416492144,69.8259648751026
"AZE",2000,0,1504.73106706035,7.31636946823233,78.5485682796041
"AZE",2001,0,1640.93664540398,7.40302248303462,78.8151854917601
"AZE",2002,0,1782.47319183639,7.48575711253238,92.8181443298969
"AZE",2003,0,1949.60608417331,7.57538262303515,107.551948506262
"AZE",2004,0,2111.4533834475,7.65513179667232,121.507115894117
"AZE",2005,0,2674.3688564996,7.89146868999606,115.841884607706
"AZE",2006,0,3556.83212858133,8.17662557617108,105.262399846369
"AZE",2007,0,4412.20326117932,8.39212944938911,96.6418081486575
"AZE",2008,0,4778.12452736673,8.47180339020137,89.2428968637573
"AZE",2009,0,5118.43395494687,8.5406038030719,74.7440416836369
"AZE",2010,0,5300.11048729062,8.57548294598153,74.9859884610856
"BDI",1962,0,225.788139348072,5.41959712309093,NA
"BDI",1963,0,230.224869823611,5.43905652617611,NA
"BDI",1964,0,237.796206552628,5.47141403186968,NA
"BDI",1965,0,240.48406689455,5.48265383743248,NA
"BDI",1966,0,245.589599364794,5.50366184751307,NA
"BDI",1967,0,272.52744854486,5.6077393376355,NA
"BDI",1968,0,265.309585922564,5.58089739287904,NA
"BDI",1969,0,255.821731085115,5.5444808389575,NA
"BDI",1970,0,303.709792391106,5.71607261516411,NA
"BDI",1971,0,304.559299116609,5.71886581077336,NA
"BDI",1972,0,285.06811637395,5.65272815653243,NA
"BDI",1973,0,305.139959453115,5.72077055480543,NA
"BDI",1974,0,295.43006437029,5.68843214003801,NA
"BDI",1975,0,290.202986018144,5.67058062991522,NA
"BDI",1976,0,306.31315911461,5.72460797443929,NA
"BDI",1977,0,332.792340173242,5.80751869237581,NA
"BDI",1978,0,320.275135300224,5.76918042419257,NA
"BDI",1979,0,317.614267208854,5.76083765030626,NA
"BDI",1980,0,307.578267460065,5.72872958318515,NA
"BDI",1981,0,331.215392246246,5.80276889560466,NA
"BDI",1982,0,319.648687347883,5.76722254067492,NA
"BDI",1983,0,322.759132903385,5.77690632647089,NA
"BDI",1984,0,315.522461859928,5.75422987393178,NA
"BDI",1985,0,345.163854234518,5.84401924409334,NA
"BDI",1986,0,349.756030266147,5.85723585504427,NA
"BDI",1987,0,360.679923797347,5.88799092735672,NA
"BDI",1988,0,370.526755664209,5.91492565714687,NA
"BDI",1989,0,368.226157097932,5.90869730673724,NA
"BDI",1990,0,373.245241687992,5.92223568801384,NA
"BDI",1991,0,383.870358589191,5.95030488774472,NA
"BDI",1992,0,377.518319697874,5.93361909651258,NA
"BDI",1993,0,365.282012271705,5.90066969161351,NA
"BDI",1994,0,349.016249237768,5.85511848053911,NA
"BDI",1995,0,302.701844524604,5.7127483095823,NA
"BDI",1996,0,278.293479866983,5.62867623982399,NA
"BDI",1997,0,273.889548332896,5.61272491684399,NA
"BDI",1998,0,281.470892716422,5.64002904158139,NA
"BDI",1999,0,272.030864788973,5.60591553334724,NA
"BDI",2000,0,264.154407180223,5.57653380785586,NA
"BDI",2001,0,262.913885774384,5.57182654804504,NA
"BDI",2002,0,266.968141648342,5.58712933161196,NA
"BDI",2003,1,255.500823385612,5.54322563228284,NA
"BDI",2004,1,258.050009115333,5.55315339991864,NA
"BDI",2005,1,250.878933475935,5.52497048602073,NA
"BDI",2006,1,255.105582251925,5.54167750751095,NA
"BDI",2007,1,254.311725516331,5.53856078035577,NA
"BDI",2008,1,256.012461554496,5.54522612124208,NA
"BDI",2009,1,252.582019875886,5.53173602716081,NA
"BDI",2010,1,253.308577749924,5.53460842042922,NA
"BEL",1960,1,11715.8268363285,9.3686959277367,NA
"BEL",1961,1,12258.2997442373,9.41395851669477,NA
"BEL",1962,1,12845.9668652549,9.46078517843211,NA
"BEL",1963,1,13305.1271367531,9.49590473892819,NA
"BEL",1964,1,14096.6676916521,9.55369371450961,NA
"BEL",1965,1,14466.6269342815,9.57959968493838,NA
"BEL",1966,1,14822.7175245478,9.60391625076801,NA
"BEL",1967,1,15310.6184988568,9.63630188619346,NA
"BEL",1968,1,15890.1322014885,9.67345357928775,NA
"BEL",1969,1,16895.704839012,9.73481471707144,NA
"BEL",1970,1,17951.3223757272,9.79541906115987,87.7273019754199
"BEL",1971,1,18632.8422933665,9.83268101735681,85.5840807687108
"BEL",1972,1,19542.8867391462,9.88036664954412,85.2144387292793
"BEL",1973,1,20724.7405753826,9.93908346245266,94.1440940214668
"BEL",1974,1,21602.8018308189,9.98057829964984,105.271077601296
"BEL",1975,1,21116.9915506255,9.95783328215425,91.5237486786852
"BEL",1976,1,22270.8535641559,10.0110340874988,96.8157584257173
"BEL",1977,1,22382.648446366,10.0160413147377,95.6775227443742
"BEL",1978,1,22997.2737603991,10.0431309557292,92.3126039376739
"BEL",1979,1,23514.5117930815,10.0653730326532,101.572970541061
"BEL",1980,1,24532.4569582102,10.1077522935987,103.055447784319
"BEL",1981,1,24464.5869932428,10.1049819220456,110.221352145195
"BEL",1982,1,24616.83722877,10.111185927992,117.925349546572
"BEL",1983,1,24695.5649688117,10.1143789505754,120.395562511556
"BEL",1984,1,25305.0320542767,10.1387585503645,128.230735025444
"BEL",1985,1,25715.3579688704,10.1548436787371,123.876986090012
"BEL",1986,1,26174.7550878409,10.1725506789745,112.327024533852
"BEL",1987,1,26755.6980811501,10.1945027420197,109.919099925859
"BEL",1988,1,27930.4858968463,10.2374740557391,116.422946593266
"BEL",1989,1,28794.6548841575,10.2679450545992,124.936932679633
"BEL",1990,1,29609.6207516724,10.2958546128972,121.467851074465
"BEL",1991,1,30040.5508404095,10.3103034426077,118.59013771799
"BEL",1992,1,30376.8745342462,10.3214368918003,115.069287501636
"BEL",1993,1,29967.3944241601,10.3078652170638,109.012736996759
"BEL",1994,1,30839.2414336465,10.336543230541,113.232300033612
"BEL",1995,1,31508.622663522,10.3580165227049,116.378567821327
"BEL",1996,1,31862.6693868132,10.3691903648511,119.212775757383
"BEL",1997,1,32991.5010116146,10.4040052621756,125.68894005618
"BEL",1998,1,33566.9875919507,10.4212983508255,124.709122626318
"BEL",1999,1,34676.6051555263,10.4538205355471,125.169990540949
"BEL",2000,1,35878.3153586195,10.4878883629695,142.230135067034
"BEL",2001,1,36148.2880924306,10.4953848707929,139.576839834619
"BEL",2002,1,36600.862592332,10.5078270872082,136.085149488081
"BEL",2003,1,36826.2699296094,10.5139667262653,132.715552833888
"BEL",2004,1,37976.6972967442,10.5447280215736,136.918405348432
"BEL",2005,1,38645.2605193362,10.5621794208648,144.529050669983
"BEL",2006,1,39371.0858277448,10.5807869636373,149.567509299511
"BEL",2007,1,40520.0843207009,10.6095530393254,152.468446875303
"BEL",2008,1,40380.9075004042,10.6061123656213,161.088447790447
"BEL",2009,1,39293.637546825,10.5788178902682,135.13840572229
"BEL",2010,1,39991.5646206286,10.5964238263725,150.162563621427
"BEN",1960,0,655.913007563868,6.48602816972962,18.2341998166072
"BEN",1961,0,665.431250366532,6.50043532726445,14.1181216852278
"BEN",1962,0,631.42071510316,6.44797238379471,13.4771276576628
"BEN",1963,0,649.260123067951,6.4758334423627,15.447259020027
"BEN",1964,0,679.356446871351,6.52114594838957,17.3805034251725
"BEN",1965,0,701.332145059658,6.55298159088148,22.1732736350777
"BEN",1966,0,711.858170524999,6.56787869286843,23.0426078397633
"BEN",1967,0,704.838581809146,6.55796881462363,27.4380883208416
"BEN",1968,0,716.640156003181,6.57457384014592,28.4112293667841
"BEN",1969,0,721.532496801575,6.58137741781165,33.2017249500644
"BEN",1970,0,720.605098618137,6.58009127380678,39.6379034467417
"BEN",1971,0,694.034044850035,6.54252101528348,45.6184127164884
"BEN",1972,0,721.876315776552,6.58185381642926,41.1845516067007
"BEN",1973,0,731.313119718855,6.59484171238517,41.6121426133332
"BEN",1974,0,737.948326243781,6.60387380350919,43.8114045020463
"BEN",1975,0,684.962291595042,6.52936378798062,47.9412279615522
"BEN",1976,0,674.040866533898,6.51329074191382,44.0197577086964
"BEN",1977,0,689.858786250037,6.53648691903744,50.9596855186593
"BEN",1978,0,680.651097993039,6.52304983711084,51.0704526504407
"BEN",1979,0,706.10443231183,6.55976314767556,54.5381681535616
"BEN",1980,0,733.490637341118,6.59781483314045,53.1386195994861
"BEN",1981,0,783.925193667226,6.6643135995572,59.8893720979652
"BEN",1982,0,778.638765032765,6.65754722206022,57.8573353739462
"BEN",1983,0,723.483520668885,6.58407776857493,45.3420118908271
"BEN",1984,0,758.361165674301,6.63115974403153,50.5113034919755
"BEN",1985,0,791.727164830118,6.67421684361365,60.3012179781571
"BEN",1986,0,785.143070110497,6.66586595609383,49.2914176982042
"BEN",1987,0,750.403840602099,6.62061151575208,46.2181352147978
"BEN",1988,0,752.704034985609,6.62367210270847,45.8868280290306
"BEN",1989,0,709.188907710243,6.56412193351124,38.3003673589405
"BEN",1990,0,749.459666582926,6.61935250232936,45.7201821451396
"BEN",1991,1,757.403145107877,6.62989566796485,51.3447168355486
"BEN",1992,1,756.080888165851,6.62814836538436,56.7407458048553
"BEN",1993,1,765.479914438342,6.64050297626669,55.3817991336605
"BEN",1994,1,752.277508740764,6.62310528345671,64.4004792535565
"BEN",1995,1,781.0647884601,6.66065810217382,63.800140010475
